alcaldia,colonia_crime,colonia_geo,match_type,matched
MILPA ALTA,Xaltipac (San Antonio Tecomitl),,unmatched,False
TLAHUAC,3 De Mayo,Barrio 3 De Mayo,cross_loose,True
TLAHUAC,Agricola Metropolitana,Agricola Metropolitana,direct,True
TLAHUAC,Ampliacion Jose Lopez Portillo,Ampliacion Jose Lopez Portillo,direct,True
TLAHUAC,Ampliacion La Conchita,Ampliacion La Conchita,direct,True
TLAHUAC,Ampliación La Conchita,Ampliacion La Conchita,direct,True
TLAHUAC,Ampliacion Los Olivos,Ampliacion Los Olivos,direct,True
TLAHUAC,Ampliacion Santa Catarina,Ampliacion Santa Catarina,direct,True
TLAHUAC,Ampliación Santa Catarina,Ampliacion Santa Catarina,direct,True
TLAHUAC,Ampliacion Selene,Ampliacion Selene,direct,True
TLAHUAC,Ampliacion  Zapotitla,Ampliacion  Zapotitla,direct,True
TLAHUAC,Barrio Calyequita,Barrio Calyequita,cross_alcaldia,True
TLAHUAC,Barrio Guadalupe Sta Catarina Yec,Barrio Guadalupe Sta Catarina Yec,direct,True
TLAHUAC,Barrio La Asuncion,Barrio La Asuncion,direct,True
TLAHUAC,Barrio La Concepcion Pueblo San Juan Ixtayopan,Barrio La Concepcion Pueblo San Juan Ixtayopan,direct,True
TLAHUAC,Barrio La Guadalupe,Barrio La Guadalupe,direct,True
TLAHUAC,Barrio La Guadalupe Pueblo San Pedro Tlahuac,Barrio La Guadalupe Pueblo San Pedro Tlahuac,direct,True
TLAHUAC,Barrio La Magdalena,Barrio La Magdalena,direct,True
TLAHUAC,Barrio La Soledad Del Pueblo  San Juan Ixtayopan,Barrio La Soledad Del Pueblo  San Juan Ixtayopan,direct,True
TLAHUAC,Barrio Los Reyes,Barrio Los Reyes,direct,True
TLAHUAC,Barrio San Agustin,Barrio San Agustin,direct,True
TLAHUAC,Barrio San Agustin Pueblo San Juan Ixtayopan,Barrio San Agustin Pueblo San Juan Ixtayopan,direct,True
TLAHUAC,Barrio San Andres,Barrio San Andres,direct,True
TLAHUAC,Barrio San Bartolome,Barrio San Bartolome,direct,True
TLAHUAC,Barrio San Juan,Barrio San Juan,direct,True
TLAHUAC,Barrio San Mateo,Barrio San Mateo,direct,True
TLAHUAC,Barrio San Miguel,Barrio San Miguel,direct,True
TLAHUAC,Barrio San Miguel Pueblo San Pedro Tlahuac,Barrio San Miguel Pueblo San Pedro Tlahuac,direct,True
TLAHUAC,Barrio San Sebastián,San Sebastian,cross_loose,True
TLAHUAC,Barrio Santa Ana,Barrio Santa Ana,direct,True
TLAHUAC,Barrio Santa Ana Centro,Barrio Santa Ana Centro,direct,True
TLAHUAC,Barrio Santa Ana Norte,Barrio Santa Ana Norte,direct,True
TLAHUAC,Barrio Santa Ana Poniente,Barrio Santa Ana Poniente,direct,True
TLAHUAC,Barrio Santa Ana Sur,Barrio Santa Ana Sur,direct,True
TLAHUAC,Barrio Santa Cruz,Barrio Santa Cruz,direct,True
TLAHUAC,Barrio Santiago,Barrio Santiago,direct,True
TLAHUAC,Barrio Santiago Centro Del Pueblo Santiago Zapotitlan,Barrio Santiago Centro Del Pueblo Santiago Zapotitlan,direct,True
TLAHUAC,Barrio Santiago Norte Del Pueblo Santiago Zapotitlan,Barrio Santiago Norte Del Pueblo Santiago Zapotitlan,direct,True
TLAHUAC,Barrio Santiago Sur,Barrio Santiago Sur,direct,True
TLAHUAC,Barrio Tecaxtitla,Barrio Tecaxtitla,cross_alcaldia,True
TLAHUAC,Barrio Xaltipac,Barrio Xaltipac,cross_alcaldia_ambiguous,True
TLAHUAC,Campestre Potrero,Campestre Potrero,cross_alcaldia,True
TLAHUAC,Celoalliotli,Celoalliotli,cross_alcaldia,True
TLAHUAC,Cerrillos Segunda Seccion,Cerrillos Segunda Seccion,cross_alcaldia,True
TLAHUAC,Chichilaula,Chichilaula,direct,True
TLAHUAC,Conchita A,,unmatched,False
TLAHUAC,Conchita B,,unmatched,False
TLAHUAC,Coop Allapetlalli,Coop Allapetlalli,cross_alcaldia,True
TLAHUAC,Degollado-Mexicatlalli,Degollado-Mexicatlalli,cross_alcaldia,True
TLAHUAC,Del Mar,Del Mar,direct,True
TLAHUAC,El Mirador - Santa Catarina,,unmatched,False
TLAHUAC,El Rosario,El Rosario,direct,True
TLAHUAC,El Triangulo,El Triangulo,direct,True
TLAHUAC,El Triangulo Del Pblo. De Sn. Fco. Tlaltenco,El Triangulo Del Pblo. De Sn. Fco. Tlaltenco,direct,True
TLAHUAC,Emiliano Zapata,Emiliano Zapata,cross_alcaldia_ambiguous,True
TLAHUAC,Emiliano Zapata 1a Seccion,,unmatched,False
TLAHUAC,Emiliano Zapata 2a Seccion,,unmatched,False
TLAHUAC,Francisco Villa,Francisco Villa,direct,True
TLAHUAC,Granjas Cabrera,Granjas Cabrera,direct,True
TLAHUAC,Guadalupe Tlaltenco,Guadalupe Tlaltenco,direct,True
TLAHUAC,Jaime Torres Bodet,Jaime Torres Bodet,direct,True
TLAHUAC,Jardines Del Llano,Jardines Del Llano,direct,True
TLAHUAC,La Asuncion,La Asuncion,direct,True
TLAHUAC,La Asuncion - Barrio,,unmatched,False
TLAHUAC,La Asuncion I,La Asuncion,fuzzy_0.92,True
TLAHUAC,La Cienega,,unmatched,False
TLAHUAC,La Concepcion,La Concepcion,direct,True
TLAHUAC,La Conchita,Ampliacion La Conchita,loose_prefix,True
TLAHUAC,La Conchita Zapotitlan,La Conchita Zapotitlan,direct,True
TLAHUAC,La Conchita Zapotitlán,La Conchita Zapotitlan,direct,True
TLAHUAC,La Draga,La Draga,direct,True
TLAHUAC,La Estacion,La Estacion,direct,True
TLAHUAC,La Estación,La Estacion,direct,True
TLAHUAC,La Guadalupe,Barrio La Guadalupe,loose_prefix,True
TLAHUAC,La Habana,La Habana,direct,True
TLAHUAC,La Loma,,unmatched,False
TLAHUAC,La Lupita,La Lupita,direct,True
TLAHUAC,La Meza,La Meza,direct,True
TLAHUAC,La Nopalera,La Nopalera,direct,True
TLAHUAC,La Planta,La Planta,cross_alcaldia,True
TLAHUAC,Las Arboledas,Las Arboledas,direct,True
TLAHUAC,Las Mesitas,Las Mesitas,cross_alcaldia,True
TLAHUAC,La Soledad,,unmatched,False
TLAHUAC,Las Puertas - Barrio,,unmatched,False
TLAHUAC,La Turba,La Turba,direct,True
TLAHUAC,Lopez Portillo Del Pueblo San Francisco Tlaltenco,Lopez Portillo Del Pueblo San Francisco Tlaltenco,direct,True
TLAHUAC,Los Olivos,Los Olivos,direct,True
TLAHUAC,Los Reyes,Barrio Los Reyes,loose_prefix,True
TLAHUAC,Los Reyes (Del Pueblo De San Andrés Mixquic),,unmatched,False
TLAHUAC,Miguel Hidalgo,Miguel Hidalgo,direct,True
TLAHUAC,Nativitas,Nativitas,cross_alcaldia_ambiguous,True
TLAHUAC,Nueva Tenochtitlán,Nueva Tenochtitlan,cross_alcaldia,True
TLAHUAC,Ojo De Agua,Ojo De Agua,direct,True
TLAHUAC,Paraiso Santa Catarina,,unmatched,False
TLAHUAC,Peña Alta,Peña Alta,direct,True
TLAHUAC,Polvorilla,Polvorilla,cross_alcaldia,True
TLAHUAC,Potrero Del Llano,Potrero Del Llano,direct,True
TLAHUAC,Pueblo San Francisco Tlaltenco,Pueblo San Francisco Tlaltenco,direct,True
TLAHUAC,Pueblo San Lorenzo Tezonco,Pueblo San Lorenzo Tezonco,cross_alcaldia,True
TLAHUAC,Pueblo San Nicolas Tetelco,Pueblo San Nicolas Tetelco,direct,True
TLAHUAC,Pueblo Santa Catarina Yecahuizotl,Pueblo Santa Catarina Yecahuizotl,direct,True
TLAHUAC,Pueblo Tulyehualco,Pueblo Tulyehualco,direct,True
TLAHUAC,Quiahuatla,Quiahuatla,direct,True
TLAHUAC,San Agustin,Barrio San Agustin,loose_prefix,True
TLAHUAC,San Andrés,Barrio San Andres,loose_prefix,True
TLAHUAC,San Bartolomé (Del Pueblo De San Andrés Mixquic),,unmatched,False
TLAHUAC,San Francisco Tlaltenco,Pueblo San Francisco Tlaltenco,loose_prefix,True
TLAHUAC,San Gregorio Atlapulco,Pueblo San Gregorio Atlapulco,cross_loose,True
TLAHUAC,San Ignacio De Loyola,,unmatched,False
TLAHUAC,San Isidro,San Isidro,direct,True
TLAHUAC,San Isidro Tulyehualco,,unmatched,False
TLAHUAC,San José,Barrio San Jose,cross_loose,True
TLAHUAC,San Jose Tlahuac Del Pueblo San Pedro Tlahuac,San Jose Tlahuac Del Pueblo San Pedro Tlahuac,direct,True
TLAHUAC,San Juan,Barrio San Juan,loose_prefix,True
TLAHUAC,San Miguel,Barrio San Miguel,loose_prefix,True
TLAHUAC,San Miguel (Del Pueblo De San Andrés Mixquic),,unmatched,False
TLAHUAC,San Miguel Zapotitla,,unmatched,False
TLAHUAC,San Nicolás Tetelco,Pueblo San Nicolas Tetelco,loose_prefix,True
TLAHUAC,San Sebastian Del Pueblo San Pedro Tlahuac,San Sebastian Del Pueblo San Pedro Tlahuac,direct,True
TLAHUAC,Santa Ana,Barrio Santa Ana,loose_prefix,True
TLAHUAC,Santa Ana Sur,Barrio Santa Ana Sur,loose_prefix,True
TLAHUAC,Santa Cecilia,Santa Cecilia,direct,True
TLAHUAC,Santa Cruz (Del Pueblo De San Andrés Mixquic),,unmatched,False
TLAHUAC,Santa Maria De Los Olivos - Barrio,,unmatched,False
TLAHUAC,Santiago,Barrio Santiago,loose_prefix,True
TLAHUAC,Santiago Norte,Barrio Santiago Norte,cross_loose,True
TLAHUAC,Santiago Sur,Barrio Santiago Sur,loose_prefix,True
TLAHUAC,Selene,Selene,direct,True
TLAHUAC,Selene 1a. Seccion,,unmatched,False
TLAHUAC,Selene 2a. Seccion,,unmatched,False
TLAHUAC,Selene Del Pueblo San Francisco Tlaltenco,Selene Del Pueblo San Francisco Tlaltenco,direct,True
TLAHUAC,Tempiluli,Tempiluli,direct,True
TLAHUAC,Teozoma,Teozoma,direct,True
TLAHUAC,Tepantitlamilco,Tepantitlamilco,direct,True
TLAHUAC,Tierra Blanca,Tierra Blanca,direct,True
TLAHUAC,Villa Centroamericana,Villa Centroamericana,direct,True
TLAHUAC,Villa Centro Americana,Villa Centroamericana,fuzzy_0.98,True
TLAHUAC,Zacatenco,Zacatenco,direct,True
TLAHUAC,Zapotitla,Zapotitla,direct,True
TLAHUAC,Zona De Reserva Ecologica,,unmatched,False
TLALPAN,2 De Octubre,2 De Octubre,direct,True
TLALPAN,Ampliacion Fuentes Del Pedregal,Ampliacion Fuentes Del Pedregal,direct,True
TLALPAN,Ampliacion Isidro Fabela,Ampliacion Isidro Fabela,direct,True
TLALPAN,A M S A,A M S A,direct,True
TLALPAN,Arboledas  Del Sur,Arboledas  Del Sur,direct,True
TLALPAN,Arenal De Guadalupe,Arenal De Guadalupe,direct,True
TLALPAN,Arenal Tepepan,Arenal Tepepan,direct,True
TLALPAN,Barrio De Caramaguey,Barrio De Caramaguey,direct,True
TLALPAN,Barrio Del Niño Jesus,Barrio Del Niño Jesus,direct,True
TLALPAN,Barrio El Capulin,Barrio El Capulin,direct,True
TLALPAN,Barrio El Truenito,Barrio El Truenito,direct,True
TLALPAN,Barrio La Fama,Barrio La Fama,direct,True
TLALPAN,Barrio La Lonja,Barrio La Lonja,direct,True
TLALPAN,Barrio Las Calles,Barrio Las Calles,cross_alcaldia,True
TLALPAN,Barrio San Fernando,Barrio San Fernando,direct,True
TLALPAN,Belisario Dominguez,Belisario Dominguez,direct,True
TLALPAN,Belisario Dominguez Seccion Xvi,Belisario Dominguez Seccion Xvi,direct,True
TLALPAN,Belvedere Ajusco,Belvedere Ajusco,direct,True
TLALPAN,Bosque Residencial Del Sur,Bosque Residencial Del Sur,cross_alcaldia,True
TLALPAN,Bosques Del Pedregal,Bosques Del Pedregal,direct,True
TLALPAN,Bosques De Tepeximilpa,Bosques De Tepeximilpa,direct,True
TLALPAN,Bosques De Tetlameya,Bosques De Tetlameya,cross_alcaldia,True
TLALPAN,Cantera Puente De Piedra,Cantera Puente De Piedra,direct,True
TLALPAN,Cantil Del Pedregal,Cantil Del Pedregal,cross_alcaldia_ambiguous,True
TLALPAN,Chichicaspatl,Chichicaspatl,direct,True
TLALPAN,Chimalli,Chimalli,direct,True
TLALPAN,Chimilli,Chimilli,direct,True
TLALPAN,Club De Golf Mexico,Club De Golf Mexico,direct,True
TLALPAN,Colinas Del Ajusco,Colinas Del Ajusco,direct,True
TLALPAN,Colinas Del Bosque,Colinas Del Bosque,direct,True
TLALPAN,Comuneros De Santa Ursula,Comuneros De Santa Ursula,direct,True
TLALPAN,Cruz Del Farol,Cruz Del Farol,direct,True
TLALPAN,Cuchilla De Padierna,Cuchilla De Padierna,direct,True
TLALPAN,Cuchilla Tepeximilpa,,unmatched,False
TLALPAN,Cultura Maya,Cultura Maya,direct,True
TLALPAN,Cumbres De Tepetongo,Cumbres De Tepetongo,direct,True
TLALPAN,Diamante,Diamante,direct,True
TLALPAN,Divisadero,Divisadero,direct,True
TLALPAN,Dolores Tlali,Dolores Tlali,direct,True
TLALPAN,Dr. Ignacio Chávez Infonavit,,unmatched,False
TLALPAN,Ejidos De San Pedro Martir,Ejidos De San Pedro Martir,direct,True
TLALPAN,El Cantil,El Cantil,direct,True
TLALPAN,El Charco,El Charco,direct,True
TLALPAN,El Fresno,El Fresno,direct,True
TLALPAN,El Mirador,El Mirador,cross_alcaldia_ambiguous,True
TLALPAN,El Mirador 1a Seccion,El Mirador 1a Seccion,direct,True
TLALPAN,El Mirador 1a Sección,El Mirador 1a Seccion,direct,True
TLALPAN,El Mirador 2a Seccion,El Mirador 2a Seccion,direct,True
TLALPAN,El Mirador 2a Sección,El Mirador 2a Seccion,direct,True
TLALPAN,El Mirador 3a Seccion,El Mirador 3a Seccion,direct,True
TLALPAN,El Mirador 3a Sección,El Mirador 3a Seccion,direct,True
TLALPAN,Ex Ejido De  Santa Ursula Coapa,Ex Ejido De  Santa Ursula Coapa,cross_alcaldia,True
TLALPAN,Ex Hacienda Coapa,Ex Hacienda Coapa,direct,True
TLALPAN,Ex Hacienda San Juan De Dios,Ex Hacienda San Juan De Dios,direct,True
TLALPAN,Floresta Coyoacan,Floresta Coyoacan,direct,True
TLALPAN,Fovissste Periférico,,unmatched,False
TLALPAN,Fuentes Brotantes,Fuentes Brotantes,direct,True
TLALPAN,Fuentes Del Pedregal,Fuentes Del Pedregal,direct,True
TLALPAN,Fuentes De Tepepan,Fuentes De Tepepan,direct,True
TLALPAN,Granjas Coapa,Granjas Coapa,direct,True
TLALPAN,Guadalupe,Guadalupe,direct,True
TLALPAN,Hacienda San Juan,Hacienda San Juan,direct,True
TLALPAN,Haciendas De Coyoacan,Haciendas De Coyoacan,cross_alcaldia,True
TLALPAN,Heroes De 1910,Heroes De 1910,direct,True
TLALPAN,Héroes De 1910,Heroes De 1910,direct,True
TLALPAN,Heroes De Padierna,Heroes De Padierna,direct,True
TLALPAN,Heroico Colegio Militar,Heroico Colegio Militar,direct,True
TLALPAN,Insurgentes Cuicuilco,Insurgentes Cuicuilco,cross_alcaldia,True
TLALPAN,Isidro Fabela,Isidro Fabela,direct,True
TLALPAN,Jardines Del Ajusco,Jardines Del Ajusco,direct,True
TLALPAN,Jardines Del Pedregal,Jardines Del Pedregal,cross_alcaldia,True
TLALPAN,Jardines Del Pedregal De San Angel,Jardines Del Pedregal De San Angel,cross_alcaldia,True
TLALPAN,Jardines En La Montaña,Jardines En La Montaña,direct,True
TLALPAN,Juventud Unida,Juventud Unida,direct,True
TLALPAN,La Concepcion,La Concepcion,cross_alcaldia_ambiguous,True
TLALPAN,La Guadalupana,Barrio La Guadalupana,cross_loose,True
TLALPAN,La Guadalupe,La Guadalupe,cross_alcaldia,True
TLALPAN,La Joya,La Joya,direct,True
TLALPAN,La Magdalena Petlacalco,Pueblo La Magdalena Petlacalco,loose_prefix,True
TLALPAN,La Palma,La Palma,direct,True
TLALPAN,La Primavera,Primavera,fuzzy_0.86,True
TLALPAN,Las Flores,Barrio Las Flores,cross_loose,True
TLALPAN,Las Huertas,Las Huertas,cross_alcaldia,True
TLALPAN,Las Tortolas,Las Tortolas,direct,True
TLALPAN,Lomas De Cuilotepec,Lomas De Cuilotepec,direct,True
TLALPAN,Lomas Del Pedregal,Lomas Del Pedregal,direct,True
TLALPAN,Lomas Del Pedregal Framboyanes,Lomas Del Pedregal Framboyanes,direct,True
TLALPAN,Lomas De Padierna,Lomas De Padierna,direct,True
TLALPAN,Lomas De Padierna Sur,Lomas De Padierna Sur,direct,True
TLALPAN,Lomas De Tepemecatl,,unmatched,False
TLALPAN,Lomas Hidalgo,Lomas Hidalgo,direct,True
TLALPAN,Los Arcos,,unmatched,False
TLALPAN,Los Cipreses,Los Cipreses,cross_alcaldia_ambiguous,True
TLALPAN,Los Encinos,Los Encinos,direct,True
TLALPAN,Los Girasoles,Los Girasoles,cross_alcaldia,True
TLALPAN,Los Sauces,Los Sauces,cross_alcaldia,True
TLALPAN,Los Volcanes,Los Volcanes,direct,True
TLALPAN,Magisterial,Magisterial,direct,True
TLALPAN,Magisterial Coapa,Magisterial Coapa,direct,True
TLALPAN,Maria Esther Zuno De Echeverria,Maria Esther Zuno De Echeverria,direct,True
TLALPAN,María Esther Zuno De Echeverría,Maria Esther Zuno De Echeverria,direct,True
TLALPAN,Mesa De Los Hornos,Mesa De Los Hornos,direct,True
TLALPAN,Miguel Hidalgo,Miguel Hidalgo,direct,True
TLALPAN,Miguel Hidalgo 1a Seccion,Miguel Hidalgo 1a Seccion,direct,True
TLALPAN,Miguel Hidalgo 2a Seccion,Miguel Hidalgo 2a Seccion,direct,True
TLALPAN,Miguel Hidalgo 2a Sección,Miguel Hidalgo 2a Seccion,direct,True
TLALPAN,Miguel Hidalgo 3a Seccion,Miguel Hidalgo 3a Seccion,direct,True
TLALPAN,Miguel Hidalgo 3a Sección,Miguel Hidalgo 3a Seccion,direct,True
TLALPAN,Miguel Hidalgo 4a Seccion,Miguel Hidalgo 4a Seccion,direct,True
TLALPAN,Miguel Hidalgo 4a Sección,Miguel Hidalgo 4a Seccion,direct,True
TLALPAN,Mirador Del Valle,Mirador Del Valle,direct,True
TLALPAN,Mirador I,Mirador I,direct,True
TLALPAN,Mirador Ii,Mirador Ii,direct,True
TLALPAN,Movimiento Organizado De Tlalpan,Movimiento Organizado De Tlalpan,direct,True
TLALPAN,Narciso Mendoza,Narciso Mendoza,direct,True
TLALPAN,Nueva Oriental Coapa,Nueva Oriental Coapa,direct,True
TLALPAN,Nuevo Renacimiento De Axalco,Nuevo Renacimiento De Axalco,direct,True
TLALPAN,Ocotla - Ocotla Chico,,unmatched,False
TLALPAN,Olimpica,Olimpica,cross_alcaldia,True
TLALPAN,Otra,,unmatched,False
TLALPAN,Paraje 38,Paraje 38,direct,True
TLALPAN,Paraje Tetenco,,unmatched,False
TLALPAN,Parque Del Pedregal,Parque Del Pedregal,direct,True
TLALPAN,Parque Nacional Bosque Del Pedregal,Parque Nacional Bosque Del Pedregal,direct,True
TLALPAN,Parres El Guarda,Pueblo Parres El Guarda,loose_prefix,True
TLALPAN,Pedregal De Aminco,,unmatched,False
TLALPAN,Pedregal De Carrasco,Pedregal De Carrasco,cross_alcaldia,True
TLALPAN,Pedregal De Las Aguilas,Pedregal De Las Aguilas,direct,True
TLALPAN,Pedregal De San Nicolas 1a Seccion,Pedregal De San Nicolas 1a Seccion,direct,True
TLALPAN,Pedregal De San Nicolas 2a Seccion,Pedregal De San Nicolas 2a Seccion,direct,True
TLALPAN,Pedregal De San Nicolas 3a Seccion,Pedregal De San Nicolas 3a Seccion,direct,True
TLALPAN,Pedregal De San Nicolás 3a Sección,Pedregal De San Nicolas 3a Seccion,direct,True
TLALPAN,Pedregal De San Nicolas 4a Seccion,Pedregal De San Nicolas 4a Seccion,direct,True
TLALPAN,Pedregal De San Nicolás 4a Sección,Pedregal De San Nicolas 4a Seccion,direct,True
TLALPAN,Pedregal De San Nicolas 5a Seccion,Pedregal De San Nicolas 5a Seccion,direct,True
TLALPAN,Pedregal De Santa Ursula Xitla,Pedregal De Santa Ursula Xitla,direct,True
TLALPAN,Peña Pobre,Peña Pobre,direct,True
TLALPAN,Piedra Larga,,unmatched,False
TLALPAN,Pista Olimpica Virgilio Uribe (Canal De Cuemanco),,unmatched,False
TLALPAN,Plan De Ayala,Plan De Ayala,direct,True
TLALPAN,Plazuela Del Pedregal,Plazuela Del Pedregal,cross_alcaldia,True
TLALPAN,Popular Santa Teresa,Popular Santa Teresa,direct,True
TLALPAN,Prado Coapa 1a Seccion,Prado Coapa 1a Seccion,direct,True
TLALPAN,Prado Coapa 2a Seccion,Prado Coapa 2a Seccion,direct,True
TLALPAN,Prado Coapa 3a Seccion,Prado Coapa 3a Seccion,direct,True
TLALPAN,Primavera,Primavera,direct,True
TLALPAN,Pueblo Chimalcoyotl,Pueblo Chimalcoyotl,direct,True
TLALPAN,Pueblo De Santa Ursula Coapa,Pueblo De Santa Ursula Coapa,cross_alcaldia,True
TLALPAN,Pueblo Jardines De San Juan,Pueblo Jardines De San Juan,direct,True
TLALPAN,Pueblo La Magdalena Petlacalco,Pueblo La Magdalena Petlacalco,direct,True
TLALPAN,Pueblo Ocotla,Pueblo Ocotla,direct,True
TLALPAN,Pueblo Parres El Guarda,Pueblo Parres El Guarda,direct,True
TLALPAN,Pueblo San Andres Totoltepec,Pueblo San Andres Totoltepec,direct,True
TLALPAN,Pueblo San Francisco Tlalnepantla,Pueblo San Francisco Tlalnepantla,cross_alcaldia,True
TLALPAN,Pueblo San Lorenzo Huipulco,Pueblo San Lorenzo Huipulco,direct,True
TLALPAN,Pueblo San Miguel Ajusco,Pueblo San Miguel Ajusco,direct,True
TLALPAN,Pueblo San Miguel Topilejo,Pueblo San Miguel Topilejo,direct,True
TLALPAN,Pueblo San Miguel Xicalco,Pueblo San Miguel Xicalco,direct,True
TLALPAN,Pueblo San Nicolas Totolapan,Pueblo San Nicolas Totolapan,cross_alcaldia,True
TLALPAN,Pueblo San Pedro Martir,Pueblo San Pedro Martir,direct,True
TLALPAN,Pueblo Santa Maria Tepepan,Pueblo Santa Maria Tepepan,cross_alcaldia,True
TLALPAN,Pueblo Santa Ursula Xitla,Pueblo Santa Ursula Xitla,direct,True
TLALPAN,Pueblo Santo Tomas Ajusco,Pueblo Santo Tomas Ajusco,direct,True
TLALPAN,Rancho Los Colorines,Rancho Los Colorines,direct,True
TLALPAN,Residencial Acoxpa,Residencial Acoxpa,direct,True
TLALPAN,Residencial Miramontes,Residencial Miramontes,direct,True
TLALPAN,Residencial Villa Coapa,Residencial Villa Coapa,direct,True
TLALPAN,Rinconada Coapa,Rinconada Coapa,cross_alcaldia,True
TLALPAN,Rinconada Coapa 1a Seccion,Rinconada Coapa 1a Seccion,direct,True
TLALPAN,Rinconada Coapa 2a Seccion,Rinconada Coapa 2a Seccion,direct,True
TLALPAN,Rinconada El Mirador,Rinconada El Mirador,direct,True
TLALPAN,Rinconada Las Hadas,Rinconada Las Hadas,direct,True
TLALPAN,Rincon Del Pedregal,Rincon Del Pedregal,direct,True
TLALPAN,Roca De Cristal,Roca De Cristal,direct,True
TLALPAN,Romulo Sanchez Mireles,Romulo Sanchez Mireles,direct,True
TLALPAN,Rosario Tlali,Rosario Tlali,cross_alcaldia,True
TLALPAN,San Andrés Totoltepec,Pueblo San Andres Totoltepec,loose_prefix,True
TLALPAN,San Bartolo El Chico,San Bartolo El Chico,direct,True
TLALPAN,San Buenaventura,San Buenaventura,direct,True
TLALPAN,San Juan Tepeximilpa,San Juan Tepeximilpa,direct,True
TLALPAN,San Lorenzo La Cebada,San Lorenzo La Cebada,cross_alcaldia,True
TLALPAN,San Miguel Ajusco,Pueblo San Miguel Ajusco,loose_prefix,True
TLALPAN,San Miguel Tehuisco,,unmatched,False
TLALPAN,San Miguel Topilejo,Pueblo San Miguel Topilejo,loose_prefix,True
TLALPAN,San Miguel Xicalco,Pueblo San Miguel Xicalco,loose_prefix,True
TLALPAN,San Nicolás 2,,unmatched,False
TLALPAN,San Pedro Apostol,San Pedro Apostol,direct,True
TLALPAN,San Pedro Mártir,Pueblo San Pedro Martir,loose_prefix,True
TLALPAN,Santa Cecilia,Santa Cecilia,cross_alcaldia_ambiguous,True
TLALPAN,Santa Cruz,Barrio Santa Cruz,cross_loose,True
TLALPAN,Santa Teresa,Santa Teresa,cross_alcaldia,True
TLALPAN,Santisima Trinidad,Santisima Trinidad,direct,True
TLALPAN,Santísima Trinidad,Santisima Trinidad,direct,True
TLALPAN,Santo Tomas Ajusco,Pueblo Santo Tomas Ajusco,loose_prefix,True
TLALPAN,Solidaridad,,unmatched,False
TLALPAN,Tecorral,Tecorral,direct,True
TLALPAN,Tenorios,Tenorios,direct,True
TLALPAN,Tepetongo,Tepetongo,cross_alcaldia,True
TLALPAN,Tepeximilpa Servimet,,unmatched,False
TLALPAN,Tequimila,,unmatched,False
TLALPAN,Texcaltenco,Texcaltenco,direct,True
TLALPAN,Tezontitla,,unmatched,False
TLALPAN,Tlalcoligia,Tlalcoligia,direct,True
TLALPAN,Tlalmille,Tlalmille,direct,True
TLALPAN,Tlalpan,Tlalpan,direct,True
TLALPAN,Tlalpan Centro,Tlalpan Centro,direct,True
TLALPAN,Tlalpuente,Tlalpuente,direct,True
TLALPAN,Tlaxcaltenco La Mesa,Tlaxcaltenco La Mesa,direct,True
TLALPAN,Toriello Guerra,Toriello Guerra,direct,True
TLALPAN,Torres De Padierna,Torres De Padierna,direct,True
TLALPAN,U.habit. Zapote 1,U.habit. Zapote 1,direct,True
TLALPAN,Valle De Tepepan,Valle De Tepepan,direct,True
TLALPAN,Valle Escondido,Valle Escondido,direct,True
TLALPAN,Valle Verde,Valle Verde,direct,True
TLALPAN,Verano,Verano,direct,True
TLALPAN,Vergel Coapa,Vergel Coapa,direct,True
TLALPAN,Vergel De Coyoacan,Vergel De Coyoacan,direct,True
TLALPAN,Vergel Del Sur,Vergel Del Sur,direct,True
TLALPAN,Viejo Ejido Santa Ursula Coapa,Viejo Ejido Santa Ursula Coapa,cross_alcaldia,True
TLALPAN,Villa Coapa,Villa Coapa,direct,True
TLALPAN,Villa Cuemanco Infonavit,,unmatched,False
TLALPAN,Villa Lazaro Cardenas,Villa Lazaro Cardenas,direct,True
TLALPAN,Villa Olimpica,Villa Olimpica,direct,True
TLALPAN,Villa Quietud,Villa Quietud,cross_alcaldia,True
TLALPAN,Villa Tlalpan,Villa Tlalpan,direct,True
TLALPAN,Vistas Del Pedregal,Vistas Del Pedregal,direct,True
TLALPAN,Viveros Coatectlan,Viveros Coatectlan,direct,True
TLALPAN,Zacatón,,unmatched,False
TLALPAN,Zacayucan Peña Pobre,Zacayucan Peña Pobre,direct,True
VENUSTIANO CARRANZA,10 De Mayo,10 De Mayo,direct,True
VENUSTIANO CARRANZA,1o De Mayo,1o De Mayo,direct,True
VENUSTIANO CARRANZA,20 De Noviembre,20 De Noviembre,direct,True
VENUSTIANO CARRANZA,24 De Abril,24 De Abril,direct,True
VENUSTIANO CARRANZA,4 Arboles,4 Arboles,direct,True
VENUSTIANO CARRANZA,4 Árboles,4 Arboles,direct,True
VENUSTIANO CARRANZA,5to Tramo 20 De Noviembre,5to Tramo 20 De Noviembre,direct,True
VENUSTIANO CARRANZA,7 De Julio,7 De Julio,direct,True
VENUSTIANO CARRANZA,7 De Noviembre,7 De Noviembre,cross_alcaldia,True
VENUSTIANO CARRANZA,Aaron Saenz,Aaron Saenz,direct,True
VENUSTIANO CARRANZA,Adolfo Lopez Mateos,Adolfo Lopez Mateos,direct,True
VENUSTIANO CARRANZA,Aeronautica Militar,Aeronautica Militar,direct,True
VENUSTIANO CARRANZA,Aeronáutica Militar,Aeronautica Militar,direct,True
