alcaldia,colonia_crime,colonia_geo,match_type,matched
IZTAPALAPA,Pueblo San Sebastian Tecoloxtitla,Pueblo San Sebastian Tecoloxtitla,direct,True
IZTAPALAPA,Pueblo Santa Maria Aztahuacan,Pueblo Santa Maria Aztahuacan,direct,True
IZTAPALAPA,Pueblo Santa Maria Tomatlan,Pueblo Santa Maria Tomatlan,direct,True
IZTAPALAPA,Pueblo Santa Martha Acatitla,Pueblo Santa Martha Acatitla,direct,True
IZTAPALAPA,Pueblo Santiago Acahualtepec,Pueblo Santiago Acahualtepec,direct,True
IZTAPALAPA,Pueblo Sta Cruz Meyehualco,Pueblo Sta Cruz Meyehualco,direct,True
IZTAPALAPA,Puente Blanco,Puente Blanco,direct,True
IZTAPALAPA,Purisima Atlazolpa,Purisima Atlazolpa,direct,True
IZTAPALAPA,Real Del Moral,Real Del Moral,direct,True
IZTAPALAPA,Reforma Iztaccihuatl Sur,Reforma Iztaccihuatl Sur,cross_alcaldia,True
IZTAPALAPA,Reforma Politica,Reforma Politica,direct,True
IZTAPALAPA,Renovacion,Renovacion,direct,True
IZTAPALAPA,Ricardo Flores Magon,Ricardo Flores Magon,direct,True
IZTAPALAPA,San Andres Tetepilco,San Andres Tetepilco,direct,True
IZTAPALAPA,San Andrés Tetepilco,San Andres Tetepilco,direct,True
IZTAPALAPA,San Antonio Culhuacan,San Antonio Culhuacan,direct,True
IZTAPALAPA,San Francisco Culhuacan Barrio De La Magdalena,San Francisco Culhuacan Barrio De La Magdalena,cross_alcaldia,True
IZTAPALAPA,San Francisco Culhuacan Barrio De San Francisco,San Francisco Culhuacan Barrio De San Francisco,cross_alcaldia,True
IZTAPALAPA,San Jose Aculco,San Jose Aculco,direct,True
IZTAPALAPA,San Jose Buenavista,San Jose Buenavista,direct,True
IZTAPALAPA,San José Buenavista,San Jose Buenavista,direct,True
IZTAPALAPA,San Juan Estrella,San Juan Estrella,direct,True
IZTAPALAPA,San Juan Joya,San Juan Joya,direct,True
IZTAPALAPA,San Juan Xalpa,San Juan Xalpa,direct,True
IZTAPALAPA,San Lorenzo,Barrio San Lorenzo,loose_prefix,True
IZTAPALAPA,San Lorenzo Xicotencatl,Pueblo San Lorenzo Xicotencatl,loose_prefix,True
IZTAPALAPA,San Miguel 8va Ampliacion,San Miguel 8va Ampliacion,direct,True
IZTAPALAPA,San Miguel Teotongo,,unmatched,False
IZTAPALAPA,San Miguel Teotongo Secc Acorralado,San Miguel Teotongo Secc Acorralado,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Avisadero,San Miguel Teotongo Secc Avisadero,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Capilla,San Miguel Teotongo Secc Capilla,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Corrales,San Miguel Teotongo Secc Corrales,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Guadalupe,San Miguel Teotongo Secc Guadalupe,direct,True
IZTAPALAPA,San Miguel Teotongo Seccion Iztlahuaca,San Miguel Teotongo Seccion Iztlahuaca,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Jardines,San Miguel Teotongo Secc Jardines,direct,True
IZTAPALAPA,San Miguel Teotongo (Secc La Cruz),San Miguel Teotongo (Secc La Cruz),direct,True
IZTAPALAPA,San Miguel Teotongo (Secc Las Torres),San Miguel Teotongo (Secc Las Torres),direct,True
IZTAPALAPA,San Miguel Teotongo Secc Loma Alta,San Miguel Teotongo Secc Loma Alta,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Mercedes,San Miguel Teotongo Secc Mercedes,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Palmitas,San Miguel Teotongo Secc Palmitas,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Puente,San Miguel Teotongo Secc Puente,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Ranchito,San Miguel Teotongo Secc Ranchito,direct,True
IZTAPALAPA,San Miguel Teotongo Secc Rancho Bajo,San Miguel Teotongo Secc Rancho Bajo,direct,True
IZTAPALAPA,San Nicolas Tolentino,San Nicolas Tolentino,direct,True
IZTAPALAPA,San Pablo,San Pablo,direct,True
IZTAPALAPA,Santa Isabel Industrial,Santa Isabel Industrial,direct,True
IZTAPALAPA,Santa Maria Aztahuacan,Santa Maria Aztahuacan,direct,True
IZTAPALAPA,Santa Maria Del Monte,Santa Maria Del Monte,direct,True
IZTAPALAPA,Santa Martha Acatitla Norte,Santa Martha Acatitla Norte,direct,True
IZTAPALAPA,Santa Martha Acatitla Sur,Santa Martha Acatitla Sur,direct,True
IZTAPALAPA,Santiago Acahualtepec 1a Ampliaciën,Santiago Acahualtepec 1a Ampliaciën,direct,True
IZTAPALAPA,Santiago Acahualtepec 2a Ampliacion,Santiago Acahualtepec 2a Ampliacion,direct,True
IZTAPALAPA,Sector Popular,Sector Popular,direct,True
IZTAPALAPA,Sideral,Sideral,direct,True
IZTAPALAPA,Sinatel,Sinatel,direct,True
IZTAPALAPA,Siracusa 240,,unmatched,False
IZTAPALAPA,Solidaridad,,unmatched,False
IZTAPALAPA,Tenorios,Tenorios,direct,True
IZTAPALAPA,Tepalcates,Tepalcates,direct,True
IZTAPALAPA,Triangulo De Las Agujas,,unmatched,False
IZTAPALAPA,Unidad Ejercito Constitucionalista,Unidad Ejercito Constitucionalista,direct,True
IZTAPALAPA,Unidad Modelo,Unidad Modelo,direct,True
IZTAPALAPA,Unidad Santa Cruz Meyehualco,Unidad Santa Cruz Meyehualco,direct,True
IZTAPALAPA,Unidad Vicente Guerrero,Unidad Vicente Guerrero,direct,True
IZTAPALAPA,Uscovi,Uscovi,direct,True
IZTAPALAPA,Valle Del Sur,Valle Del Sur,direct,True
IZTAPALAPA,Valle De Luces,Valle De Luces,direct,True
IZTAPALAPA,Valle De San Lorenzo,Valle De San Lorenzo,direct,True
IZTAPALAPA,Xalpa,Xalpa,direct,True
IZTAPALAPA,Zacahuitzco,Zacahuitzco,direct,True
LA MAGDALENA CONTRERAS,Ampliacion Lomas De San Bernabe,Ampliacion Lomas De San Bernabe,direct,True
LA MAGDALENA CONTRERAS,Ampliación Lomas De San Bernabé,Ampliacion Lomas De San Bernabe,direct,True
LA MAGDALENA CONTRERAS,Ampliacion Potrerillo,Ampliacion Potrerillo,direct,True
LA MAGDALENA CONTRERAS,Atacaxco,Atacaxco,direct,True
LA MAGDALENA CONTRERAS,Barranca Seca,Barranca Seca,direct,True
LA MAGDALENA CONTRERAS,Barrio Las Calles,Barrio Las Calles,direct,True
LA MAGDALENA CONTRERAS,Barrio San Francisco,Barrio San Francisco,direct,True
LA MAGDALENA CONTRERAS,Barros Sierra,Barros Sierra,direct,True
LA MAGDALENA CONTRERAS,Bosques Del Pedregal,Bosques Del Pedregal,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Cerro Del Judio - Av,Cerro Del Judio - Av,direct,True
LA MAGDALENA CONTRERAS,Chichicaspatl,Chichicaspatl,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Crescencio Juarez Chavira,Crescencio Juarez Chavira,direct,True
LA MAGDALENA CONTRERAS,Cuauhtemoc,Cuauhtemoc,direct,True
LA MAGDALENA CONTRERAS,El Ermitaño,El Ermitaño,direct,True
LA MAGDALENA CONTRERAS,El Gavillero,,unmatched,False
LA MAGDALENA CONTRERAS,El Maestro,El Maestro,direct,True
LA MAGDALENA CONTRERAS,El Ocotal,El Ocotal,direct,True
LA MAGDALENA CONTRERAS,El Rosal,El Rosal,direct,True
LA MAGDALENA CONTRERAS,El Tanque,El Tanque,direct,True
LA MAGDALENA CONTRERAS,El Toro,El Toro,direct,True
LA MAGDALENA CONTRERAS,Fuentes Del Pedregal,Fuentes Del Pedregal,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Heroes De Padierna,Heroes De Padierna,direct,True
LA MAGDALENA CONTRERAS,Huayatla,Huayatla,direct,True
LA MAGDALENA CONTRERAS,Ixtlahualtongo,,unmatched,False
LA MAGDALENA CONTRERAS,Jardines Del Pedregal,Jardines Del Pedregal,cross_alcaldia,True
LA MAGDALENA CONTRERAS,La Carbonera,La Carbonera,direct,True
LA MAGDALENA CONTRERAS,La Concepcion,La Concepcion,direct,True
LA MAGDALENA CONTRERAS,La Cruz,La Cruz,direct,True
LA MAGDALENA CONTRERAS,La Guadalupe,La Guadalupe,direct,True
LA MAGDALENA CONTRERAS,La Magdalena,Pueblo La Magdalena,loose_prefix,True
LA MAGDALENA CONTRERAS,La Malinche,La Malinche,direct,True
LA MAGDALENA CONTRERAS,Las Cruces,Las Cruces,direct,True
LA MAGDALENA CONTRERAS,Las Huertas,Las Huertas,direct,True
LA MAGDALENA CONTRERAS,Lomas De Chamontoya,Lomas De Chamontoya,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Lomas De La Era,Lomas De La Era,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Lomas De Los Cedros,Lomas De Los Cedros,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Lomas De San Bernabe,Ampliacion Lomas De San Bernabe,loose_prefix,True
LA MAGDALENA CONTRERAS,Lomas Quebradas,Lomas Quebradas,direct,True
LA MAGDALENA CONTRERAS,Los Padres,Los Padres,direct,True
LA MAGDALENA CONTRERAS,Miguel Hidalgo,Miguel Hidalgo,cross_alcaldia_ambiguous,True
LA MAGDALENA CONTRERAS,Olivar De Los Padres,Olivar De Los Padres,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Palmas,Palmas,direct,True
LA MAGDALENA CONTRERAS,Pedregal De San Nicolas 1a Seccion,Pedregal De San Nicolas 1a Seccion,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Pedregal De San Nicolas 2a Seccion,Pedregal De San Nicolas 2a Seccion,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Pedregal De San Nicolas 3a Seccion,Pedregal De San Nicolas 3a Seccion,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Plazuela Del Pedregal,Plazuela Del Pedregal,direct,True
LA MAGDALENA CONTRERAS,Potrerillo,Potrerillo,direct,True
LA MAGDALENA CONTRERAS,Progreso Tizapan,Progreso Tizapan,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Pueblo La Magdalena,Pueblo La Magdalena,direct,True
LA MAGDALENA CONTRERAS,Pueblo Nuevo Alto,Pueblo Nuevo Alto,direct,True
LA MAGDALENA CONTRERAS,Pueblo Nuevo Bajo,Pueblo Nuevo Bajo,direct,True
LA MAGDALENA CONTRERAS,Pueblo San Bernabe Ocotepec,Pueblo San Bernabe Ocotepec,direct,True
LA MAGDALENA CONTRERAS,Pueblo San Nicolas Totolapan,Pueblo San Nicolas Totolapan,direct,True
LA MAGDALENA CONTRERAS,Pueblo Tizapan,Pueblo Tizapan,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Rincon Del Pedregal,Rincon Del Pedregal,cross_alcaldia,True
LA MAGDALENA CONTRERAS,San Bartolo Ameyalco,San Bartolo Ameyalco,direct,True
LA MAGDALENA CONTRERAS,San Francisco,San Francisco,direct,True
LA MAGDALENA CONTRERAS,San Jeronimo Aculco,San Jeronimo Aculco,direct,True
LA MAGDALENA CONTRERAS,San Jeronimo Lidice,San Jeronimo Lidice,direct,True
LA MAGDALENA CONTRERAS,San Jerónimo Lídice,San Jeronimo Lidice,direct,True
LA MAGDALENA CONTRERAS,San Nicolás Totolapan,Pueblo San Nicolas Totolapan,loose_prefix,True
LA MAGDALENA CONTRERAS,Santa Teresa,Santa Teresa,direct,True
LA MAGDALENA CONTRERAS,Tierra Colorada,,unmatched,False
LA MAGDALENA CONTRERAS,Tierra Unida,Tierra Unida,direct,True
LA MAGDALENA CONTRERAS,Torres De Potrero,Torres De Potrero,cross_alcaldia,True
LA MAGDALENA CONTRERAS,Vista Hermosa,Vista Hermosa,direct,True
MIGUEL HIDALGO,10 De Abril,10 De Abril,direct,True
MIGUEL HIDALGO,16 De Septiembre,16 De Septiembre,direct,True
MIGUEL HIDALGO,5 De Mayo,5 De Mayo,direct,True
MIGUEL HIDALGO,8 De Agosto,8 De Agosto,cross_alcaldia_ambiguous,True
MIGUEL HIDALGO,Agricultura,Agricultura,direct,True
MIGUEL HIDALGO,Ahuehuetes Anahuac,Ahuehuetes Anahuac,direct,True
MIGUEL HIDALGO,America,America,direct,True
MIGUEL HIDALGO,Ampliacion Daniel Garza,Ampliacion Daniel Garza,direct,True
MIGUEL HIDALGO,Ampliacion Granada,Ampliacion Granada,direct,True
MIGUEL HIDALGO,Ampliacion Popo,Ampliacion Popo,direct,True
MIGUEL HIDALGO,Ampliacion Torre Blanca,Ampliacion Torre Blanca,direct,True
MIGUEL HIDALGO,Anahuac Ii Seccion,Anahuac Ii Seccion,direct,True
MIGUEL HIDALGO,Anahuac I Seccion,Anahuac I Seccion,direct,True
MIGUEL HIDALGO,Angel Zimbron,Angel Zimbron,cross_alcaldia,True
MIGUEL HIDALGO,Anzures,Anzures,direct,True
MIGUEL HIDALGO,Argentina Antigua,Argentina Antigua,direct,True
MIGUEL HIDALGO,Argentina Poniente,Argentina Poniente,direct,True
MIGUEL HIDALGO,Barrio Santa Apolonia,Barrio Santa Apolonia,cross_alcaldia,True
MIGUEL HIDALGO,Belem De Las Flores,Belem De Las Flores,cross_alcaldia,True
MIGUEL HIDALGO,Bellavista,Bellavista,cross_alcaldia_ambiguous,True
MIGUEL HIDALGO,Bosque De Chapultepec Iii Seccion,Bosque De Chapultepec Iii Seccion,direct,True
MIGUEL HIDALGO,Bosque De Chapultepec Ii Seccion,Bosque De Chapultepec Ii Seccion,direct,True
MIGUEL HIDALGO,Bosque De Chapultepec I Seccion,Bosque De Chapultepec I Seccion,direct,True
MIGUEL HIDALGO,Bosque De Las Lomas,Bosque De Las Lomas,direct,True
MIGUEL HIDALGO,Bosques De Las Lomas,Bosques De Las Lomas,cross_alcaldia,True
MIGUEL HIDALGO,Claveria,Claveria,cross_alcaldia,True
MIGUEL HIDALGO,Condesa,Condesa,cross_alcaldia,True
MIGUEL HIDALGO,Cooperativa Palo Alto,Cooperativa Palo Alto,cross_alcaldia,True
MIGUEL HIDALGO,Cove,Cove,cross_alcaldia,True
MIGUEL HIDALGO,Cuauhtemoc,Cuauhtemoc,cross_alcaldia_ambiguous,True
MIGUEL HIDALGO,Cuauhtemoc Pensil,Cuauhtemoc Pensil,direct,True
MIGUEL HIDALGO,Daniel Garza,Daniel Garza,direct,True
MIGUEL HIDALGO,Deportivo Pensil,Deportivo Pensil,direct,True
MIGUEL HIDALGO,Dos Lagos,Dos Lagos,direct,True
MIGUEL HIDALGO,Escandon Ii Seccion,Escandon Ii Seccion,direct,True
MIGUEL HIDALGO,Escandon I Seccion,Escandon I Seccion,direct,True
MIGUEL HIDALGO,Escandón I Sección,Escandon I Seccion,direct,True
MIGUEL HIDALGO,Francisco I Madero,Francisco I Madero,direct,True
MIGUEL HIDALGO,Granada,Granada,direct,True
MIGUEL HIDALGO,Hidalgo,Hidalgo,cross_alcaldia,True
MIGUEL HIDALGO,Hipodromo,Hipodromo,cross_alcaldia,True
MIGUEL HIDALGO,Hipodromo Condesa,Hipodromo Condesa,cross_alcaldia,True
MIGUEL HIDALGO,Huichapan,Huichapan,direct,True
MIGUEL HIDALGO,Ignacio Manuel Altamirano,Ignacio Manuel Altamirano,direct,True
MIGUEL HIDALGO,Irrigacion,Irrigacion,direct,True
MIGUEL HIDALGO,Jose Maria Pino Suarez,Jose Maria Pino Suarez,cross_alcaldia,True
MIGUEL HIDALGO,Juarez,Juarez,cross_alcaldia,True
MIGUEL HIDALGO,Lago Norte,Lago Norte,direct,True
MIGUEL HIDALGO,Lago Sur,Lago Sur,direct,True
MIGUEL HIDALGO,Las Americas,Las Americas,cross_alcaldia,True
MIGUEL HIDALGO,Legaria,Legaria,direct,True
MIGUEL HIDALGO,Loma Hermosa,Loma Hermosa,direct,True
MIGUEL HIDALGO,Lomas Altas,Lomas Altas,direct,True
MIGUEL HIDALGO,Lomas De Bezares,Lomas De Bezares,direct,True
MIGUEL HIDALGO,Lomas De Chapultepec Iii Seccion,Lomas De Chapultepec Iii Seccion,direct,True
MIGUEL HIDALGO,Lomas De Chapultepec Ii Seccion,Lomas De Chapultepec Ii Seccion,direct,True
MIGUEL HIDALGO,Lomas De Chapultepec I Seccion,Lomas De Chapultepec I Seccion,direct,True
MIGUEL HIDALGO,Lomas De Chapultepec I Sección,Lomas De Chapultepec I Seccion,direct,True
MIGUEL HIDALGO,Lomas De Chapultepec Iv Seccion,Lomas De Chapultepec Iv Seccion,direct,True
MIGUEL HIDALGO,Lomas De Chapultepec Viii Seccion,Lomas De Chapultepec Viii Seccion,direct,True
MIGUEL HIDALGO,Lomas De Chapultepec Vii Seccion,Lomas De Chapultepec Vii Seccion,direct,True
MIGUEL HIDALGO,Lomas De Chapultepec Vi Seccion,Lomas De Chapultepec Vi Seccion,direct,True
MIGUEL HIDALGO,Lomas De Chapultepec V Seccion,Lomas De Chapultepec V Seccion,direct,True
MIGUEL HIDALGO,Lomas De Reforma,Lomas De Reforma,direct,True
MIGUEL HIDALGO,Lomas De Santa Fe,Lomas De Santa Fe,cross_alcaldia,True
MIGUEL HIDALGO,Lomas De Sotelo,Lomas De Sotelo,direct,True
MIGUEL HIDALGO,Lomas De Sotelo I,Lomas De Sotelo,fuzzy_0.94,True
MIGUEL HIDALGO,Los Manzanos,Los Manzanos,direct,True
MIGUEL HIDALGO,Manuel Avila Camacho,Manuel Avila Camacho,direct,True
MIGUEL HIDALGO,Mariano Escobedo,Mariano Escobedo,direct,True
MIGUEL HIDALGO,Mexico Nuevo,Mexico Nuevo,direct,True
MIGUEL HIDALGO,Militar 1 K Lomas De Sotelo,,unmatched,False
MIGUEL HIDALGO,Modelo Pensil,Modelo Pensil,direct,True
MIGUEL HIDALGO,Molino Del Rey,Molino Del Rey,direct,True
MIGUEL HIDALGO,Napoles,Napoles,cross_alcaldia,True
MIGUEL HIDALGO,Nextitla,Nextitla,direct,True
MIGUEL HIDALGO,Nueva Santa Maria,Nueva Santa Maria,cross_alcaldia,True
MIGUEL HIDALGO,Observatorio,Observatorio,direct,True
MIGUEL HIDALGO,Panteon Civil De Dolores,Panteon Civil De Dolores,direct,True
MIGUEL HIDALGO,Panteon Frances,,unmatched,False
MIGUEL HIDALGO,Pensil Norte,Pensil Norte,direct,True
MIGUEL HIDALGO,Pensil Sur,Pensil Sur,direct,True
MIGUEL HIDALGO,Peralitos,Peralitos,direct,True
MIGUEL HIDALGO,Periodista,Periodista,direct,True
MIGUEL HIDALGO,Plenitud,Plenitud,cross_alcaldia,True
MIGUEL HIDALGO,Plutarco Elias Calles,Plutarco Elias Calles,direct,True
MIGUEL HIDALGO,Polanco Iii Seccion,Polanco Iii Seccion,direct,True
MIGUEL HIDALGO,Polanco Ii Seccion,Polanco Ii Seccion,direct,True
MIGUEL HIDALGO,Polanco I Seccion,Polanco I Seccion,direct,True
MIGUEL HIDALGO,Polanco Iv Seccion,Polanco Iv Seccion,direct,True
MIGUEL HIDALGO,Polanco V Seccion,Polanco V Seccion,direct,True
MIGUEL HIDALGO,Popo,Popo,direct,True
MIGUEL HIDALGO,Popotla,Popotla,direct,True
MIGUEL HIDALGO,Pueblo San Miguel Amantla,Pueblo San Miguel Amantla,cross_alcaldia,True
MIGUEL HIDALGO,Pueblo Santa Fe,Pueblo Santa Fe,cross_alcaldia,True
MIGUEL HIDALGO,Real De Las Lomas,Real De Las Lomas,direct,True
MIGUEL HIDALGO,Reforma Pensil,Reforma Pensil,direct,True
MIGUEL HIDALGO,Reforma Social,Reforma Social,direct,True
MIGUEL HIDALGO,Residencial Militar,Residencial Militar,direct,True
MIGUEL HIDALGO,San Alvaro,San Alvaro,cross_alcaldia,True
MIGUEL HIDALGO,San Diego Ocoyoacac,San Diego Ocoyoacac,direct,True
MIGUEL HIDALGO,San Gabriel,San Gabriel,cross_alcaldia,True
MIGUEL HIDALGO,San Joaquin,San Joaquin,direct,True
MIGUEL HIDALGO,San Joaquín,San Joaquin,direct,True
MIGUEL HIDALGO,San Juanico,San Juanico,direct,True
MIGUEL HIDALGO,San Lorenzo Tlaltenango,San Lorenzo Tlatenango,fuzzy_0.98,True
MIGUEL HIDALGO,San Lorenzo Tlatenango,San Lorenzo Tlatenango,direct,True
MIGUEL HIDALGO,San Miguel Chapultepec Ii Seccion,San Miguel Chapultepec Ii Seccion,direct,True
MIGUEL HIDALGO,San Miguel Chapultepec I Seccion,San Miguel Chapultepec I Seccion,direct,True
MIGUEL HIDALGO,San Pedro De Los Pinos,San Pedro De Los Pinos,cross_alcaldia_ambiguous,True
MIGUEL HIDALGO,San Rafael,San Rafael,cross_alcaldia_ambiguous,True
MIGUEL HIDALGO,San Salvador Xochimanca,San Salvador Xochimanca,cross_alcaldia,True
MIGUEL HIDALGO,Santa Maria La Ribera,Santa Maria La Ribera,cross_alcaldia,True
MIGUEL HIDALGO,Santo Tomas,Santo Tomas,direct,True
MIGUEL HIDALGO,Tacuba,Tacuba,direct,True
MIGUEL HIDALGO,Tacubaya,Tacubaya,direct,True
MIGUEL HIDALGO,Tlatilco,Tlatilco,cross_alcaldia,True
MIGUEL HIDALGO,Tlaxpana,Tlaxpana,direct,True
MIGUEL HIDALGO,Torre Blanca,Torre Blanca,direct,True
MIGUEL HIDALGO,Un Hogar Para Nosotros,Un Hogar Para Nosotros,direct,True
MIGUEL HIDALGO,Ventura Perez De Alva,Ventura Perez De Alva,direct,True
MIGUEL HIDALGO,Veronica Anzures,Veronica Anzures,direct,True
MILPA ALTA,Barrio Centro,Barrio Centro,direct,True
MILPA ALTA,Barrio Chalmita,Barrio Chalmita,direct,True
MILPA ALTA,Barrio Cruztitla,Barrio Cruztitla,direct,True
MILPA ALTA,Barrio La Concepcion,Barrio La Concepcion,direct,True
MILPA ALTA,Barrio La Lupita Teticpac,Barrio La Lupita Teticpac,direct,True
MILPA ALTA,Barrio La Lupita Xolco,Barrio La Lupita Xolco,direct,True
MILPA ALTA,Barrio La Luz,Barrio La Luz,direct,True
MILPA ALTA,Barrio Los Angeles,Barrio Los Angeles,direct,True
MILPA ALTA,Barrio Nochtla,Barrio Nochtla,direct,True
MILPA ALTA,Barrio Ocotitla,Barrio Ocotitla,direct,True
MILPA ALTA,Barrio Panchimalco,Barrio Panchimalco,direct,True
MILPA ALTA,Barrio San Agustin,Barrio San Agustin,direct,True
MILPA ALTA,Barrio San Jose,Barrio San Jose,direct,True
MILPA ALTA,Barrio San Juan,Barrio San Juan,direct,True
MILPA ALTA,Barrio San Marcos,Barrio San Marcos,direct,True
MILPA ALTA,Barrio San Mateo,Barrio San Mateo,direct,True
MILPA ALTA,Barrio San Miguel,Barrio San Miguel,direct,True
MILPA ALTA,Barrio San Miguel Pueblo Santa Ana Tlacotenco,Barrio San Miguel Pueblo Santa Ana Tlacotenco,direct,True
MILPA ALTA,Barrio Santa Cruz,Barrio Santa Cruz,direct,True
MILPA ALTA,Barrio Santa Martha,Barrio Santa Martha,direct,True
MILPA ALTA,Barrio Tecaxtitla,Barrio Tecaxtitla,direct,True
MILPA ALTA,Barrio Tenantitla,Barrio Tenantitla,direct,True
MILPA ALTA,Barrio Tula,Barrio Tula,direct,True
MILPA ALTA,Barrio Xaltipac,Barrio Xaltipac,direct,True
MILPA ALTA,Barrio Xochitepetl,Barrio Xochitepetl,direct,True
MILPA ALTA,Cruztitla (San Antonio Tecomitl),,unmatched,False
MILPA ALTA,Emiliano Zapata 1a Seccion,,unmatched,False
MILPA ALTA,Emiliano Zapata 2a Seccion,,unmatched,False
MILPA ALTA,Jaime Torres Bodet,Jaime Torres Bodet,cross_alcaldia,True
MILPA ALTA,La Concepción (Villa Milpa Alta),,unmatched,False
MILPA ALTA,La Conchita,La Conchita,direct,True
MILPA ALTA,La Guadalupita,Barrio La Guadalupita,cross_loose,True
MILPA ALTA,La Luz (Villa Milpa Alta),,unmatched,False
MILPA ALTA,Los Ángeles (Villa Milpa Alta),,unmatched,False
MILPA ALTA,Malvinas Primero,,unmatched,False
MILPA ALTA,Malvinas Segundo,,unmatched,False
MILPA ALTA,Nochtla (San Pedro Atocpan),,unmatched,False
MILPA ALTA,Noxcalco,,unmatched,False
MILPA ALTA,Ocotitla (San Pedro Atocpan),,unmatched,False
MILPA ALTA,Panchimalco (San Pedro Atocpan),,unmatched,False
MILPA ALTA,Potrero Del Llano,Potrero Del Llano,cross_alcaldia_ambiguous,True
MILPA ALTA,Pueblo San Agustin Ohtenco,Pueblo San Agustin Ohtenco,direct,True
MILPA ALTA,Pueblo San Antonio Tecomitl Barrio Xochitepec,,unmatched,False
MILPA ALTA,Pueblo San Antonio Tecomitl (Las Arboledas),,unmatched,False
MILPA ALTA,Pueblo San Antonio Tecomitl (Las Joyas),,unmatched,False
MILPA ALTA,Pueblo San Bartolome Xicomulco,Pueblo San Bartolome Xicomulco,direct,True
MILPA ALTA,Pueblo San Francisco Tecoxpa,Pueblo San Francisco Tecoxpa,direct,True
MILPA ALTA,Pueblo San Jeronimo Miacatlan,Pueblo San Jeronimo Miacatlan,direct,True
MILPA ALTA,Pueblo San Juan Tepenahuac,Pueblo San Juan Tepenahuac,direct,True
MILPA ALTA,Pueblo San Lorenzo Tlacoyucan,Pueblo San Lorenzo Tlacoyucan,direct,True
MILPA ALTA,Pueblo San Nicolas Tetelco,Pueblo San Nicolas Tetelco,cross_alcaldia,True
MILPA ALTA,Pueblo San Salvador Cuauhtenco,Pueblo San Salvador Cuauhtenco,direct,True
MILPA ALTA,San Agustin (Villa Milpa Alta),,unmatched,False
MILPA ALTA,San Bartolomé Xicomulco,Pueblo San Bartolome Xicomulco,loose_prefix,True
MILPA ALTA,San Francisco Tecoxpa,Pueblo San Francisco Tecoxpa,loose_prefix,True
MILPA ALTA,San Isidro Cuatepec,,unmatched,False
MILPA ALTA,San Jerónimo Miacatlán,Pueblo San Jeronimo Miacatlan,loose_prefix,True
MILPA ALTA,San José (Santa Ana Tlacotenco),,unmatched,False
MILPA ALTA,San Juan (San Pablo Oztotepec),,unmatched,False
MILPA ALTA,San Juan Tepenahuac,Pueblo San Juan Tepenahuac,loose_prefix,True
MILPA ALTA,San Juan Tepenahuac I,,unmatched,False
MILPA ALTA,San Juan Tepenahuac Ii,,unmatched,False
MILPA ALTA,San Lorenzo Tlacoyucan,Pueblo San Lorenzo Tlacoyucan,loose_prefix,True
MILPA ALTA,San Marcos (Santa Ana Tlacotenco),,unmatched,False
MILPA ALTA,San Mateo (Villa Milpa Alta),,unmatched,False
MILPA ALTA,San Miguel (San Pablo Oztotepec),,unmatched,False
MILPA ALTA,San Miguel (Santa Ana Tlacotenco),,unmatched,False
MILPA ALTA,San Nicolás Tetelco,Pueblo San Nicolas Tetelco,cross_loose,True
MILPA ALTA,San Salvador Cuauhtenco Seccion I,,unmatched,False
MILPA ALTA,San Salvador Cuauhtenco Seccion Ii,,unmatched,False
MILPA ALTA,San Salvador Cuauhtenco Seccion Iii,,unmatched,False
MILPA ALTA,San Salvador Cuauhtenco Seccion Iv,,unmatched,False
MILPA ALTA,Santa  Cecilia Tepetlapa,Pueblo Santa Cecilia Tepetlapa,cross_loose,True
MILPA ALTA,Santa Cecilia Tepetlapa,Pueblo Santa Cecilia Tepetlapa,cross_loose,True
MILPA ALTA,Santa Cruz (Villa Milpa Alta),,unmatched,False
MILPA ALTA,Santa Martha (Villa Milpa Alta),,unmatched,False
MILPA ALTA,Tecaxtitla (San Antonio Tecomitl),,unmatched,False
MILPA ALTA,Tecoloxtitla,,unmatched,False
MILPA ALTA,Tenantitla (San Antonio Tecomitl),,unmatched,False
MILPA ALTA,Tula (San Pedro Atocpan),,unmatched,False
MILPA ALTA,Villa Milpa Alta Centro,Villa Milpa Alta Centro,direct,True
